"Data";"Instituição";"Numero";"Modalidade";"Objeto";"Data/Hora Realização";"Valor Referência";"Situação";"Aviso";"Anexos";"Vencedores \ Contratos"
"09/08/2017";"FMS";"003/2017";"Chamamento";"Chamamento de pessoas jurídicas prestadoras de Serviços de Saúde que serão prestados aos usuários SUS, nas áreas de exames laboratoriais (análises clínica, anatomia patológica e citopatologia) conforme procedimentos descritos nos anexos do Edital, de acordo com a tabela SUS, editados pelo Ministério da Saúde (MS)";"28/08/2017 09:00";"198.000,00";"Em Andamento";"";"";""
"15/08/2017";"PML";"031/2017";"Pregão Presencial";"Aquisição de maquina para demarcação viária horizontal, conforme especificação constantes do Anexo I,  parte integrante  deste Edital.";"25/08/2017 09:00";"118.166,67";"Concluído";"";"";""
"07/08/2017";"FMS";"032/2017";"Pregão Presencial";"Contratação de empresa para aquisição de equipamentos permanentes, médico hospitalar e Odontológico destinados às Unidades de Saúde Jeronimo de Oliveira Reis, e UBS da Cidade Nova, tendo em vista Emenda Parlamentar 29790009 , conforme Termo de Referência, Anexo I, no exercício em vigor";"21/08/2017 09:00";"111.765,12";"Concluído";"";"";""
"09/08/2017";"PML";"030/2017";"Pregão Presencial";"REGISTRO DE PREÇOS visando futuras contratações de empresas para fornecimento parcelado de material esportivo e uniformes para atender as necessidades das secretarias, do município de Lagarto e do Fundo de Municipal de Assistência Social, conforme especificação constante do Anexo I - Termo de Referência que integra o sistema de Registro de Preços";"21/08/2017 09:00";"1.383.535,96";"Concluído";"";"";""
"26/07/2017";"PML";"003/2017";"Chamada Pública";"fornecimento de gêneros alimentícios(itens não inclusos na merenda escolar deste ano) tipo hortifrutigranjeiros para atender as necessidades merenda escolar deste município, conforme a resolução legislação pertinente do FNDE  e especificações em anexo";"16/08/2017 09:00";"256.799,00";"Concluído";"";"";""
"02/08/2017";"PML";"029/2017";"Pregão Presencial";"Registrar preços para futuras contratações de pessoa jurídica para a prestação de serviços de arbitragem dos eventos esportivos a serem realizados pela Secretaria Municipal do Esporte, Cultura e da Juventude de Lagarto/SE, de acordo com as especificações constantes no Termo de Referência - Anexo I do Edital.";"14/08/2017 09:00";"445.137,30";"Concluído";"";"";""
"28/07/2017";"PML";"011/2017";"Tomada de Preços";"Contratação de empresa especializada em serviços de engenharia para execução de reforma e adequação do prédio desta Prefeitura, seguindo as normas de acessibilidade; conforme termo do projeto básico e especificações técnicas, parte integrante do edital.";"14/08/2017 09:00";"112.707,86";"Concluído";"";"";""
"28/07/2017";"PML";"028/2017";"Pregão Presencial";"Contratação de empresa especializada no fornecimento parcelado de pneus e câmara de ar, para atender as demandas do município de Lagarto, conforme especificação constante do Anexo I - Termo de Referência que integra o sistema de Registro de Preços;";"10/08/2017 09:00";"1.702.531,51";"Concluído";"";"";""
"26/07/2017";"FMS";"031/2017";"Registro de Preço";"Registro de preços para futura contratação de empresa na prestação de serviços de reserva, emissão, remarcação ou alteração e entrega de bilhetes de passagens aéreas nacionais para atender as necessidades deste município, conforme Anexo I - Termo de Referência, parte integrante do Edital";"09/08/2017 14:00";"81.802,70";"Concluído";"";"";""
"26/07/2017";"FMS";"030/2017";"Registro de Preço";"Registro de Preços para futuro fornecimento parcelado de alimentos para animais (cães e gatos), visando atender as necessidades do Centro de Controle do Zoonoses, conforme Anexo I - Termo de Referência, parte integrante do Edital";"09/08/2017 09:00";"49.484,30";"Concluído";"";"";""
"26/07/2017";"PML";"027/2017";"Pregão Presencial";"Contratação de empresa para fornecimento parcelado de material mobiliário escolar para Creches da Rede Pública do Município de Lagarto, conforme especificações mínimas, e demais condições constantes neste Termo de referencia";"09/08/2017 09:00";"248.663,80";"Concluído";"";"";""
"26/07/2017";"PML";"026/2017";"Pregão Presencial";"Contratação de empresa para aquisição de Equipamento para o Projeto PROINFO, conforme especificações mínimas, e demais condições constantes neste Termo de referencia em anexo";"08/08/2017 00:00";"37.800,00";"Concluído";"";"";""
"20/07/2017";"FMS";"029/2017";"Registro de Preço";"Registro de Preços para futuro fornecimento parcelado de materiais instrumentais e de consumos odontológicos, para atender as necessidades do Fundo Municipal de Saúde, conforme Anexo I - Termo de Referência, parte integrante do Edital";"07/08/2017 09:00";"1.421.146,11";"Concluído";"";"";""
"17/07/2017";"FMS";"027/2017";"Registro de Preço";"Registro de preço para futura e eventual prestação de serviços em manutenção corretiva, instalação e reparos em ar condicionados pertencentes ao Fundo Municipal de Saúde de Lagarto/SE, conforme especificações constantes no Anexo I - Termo de Referência.";"02/08/2017 09:00";"137.611,63";"Concluído";"";"";""
"30/06/2017";"PML";"005/2017";"Concorrência";"Contratação de empresa especializada para execução da obra de recuperação e pavimentação de diversas ruas , neste município, de acordo com o Projeto Básico e Especificações apresentadas, convertido em Anexo I deste instrumento";"02/08/2017 09:00";"702.274,00";"Concluído";"";"";""
"14/07/2017";"FMS";"026/2017";"Pregão Presencial";"Contratação de empresa para aquisição de equipamentos e materiais permanentes, destinados à UBS PEDRO FELIX DOS SANTOS, conforme Termo de Referência, Anexo I, no exercício em vigor.";"31/07/2017 09:00";"50.182,28";"Concluído";"";"";""
"20/07/2017";"PML";"025/2017";"Pregão Presencial";"Constitui objeto da presente licitação o REGISTRO DE PREÇOS visando futuras contratações de empresas para serviços de locação de banheiros químicos, para tender as necessidade deste município, conforme especificações técnicas em anexo parte integrante do Sistema de Registro de Preços, nos termos do Decreto Municipal n° 479/2017, para suprir as necessidades do órgão público abaixo relacionado:
•	Secretaria Municipal de Meio Ambiente - Sema
";"31/07/2017 08:30";"140.999,40";"Concluído";"";"";""
"11/07/2017";"FMS";"025/2017";"Pregão Presencial";"Contratação de empresa para aquisição de equipamentos permanentes, médico hospitalar e Odontológico destinados às Unidades de Saúde Davi Marcos de Lima, Alcino Correia dos Santos, Maria do Carmo Alves, Jeronimo Reis, José Antônio Maroto, Padre Almeida, José Serafim dos Santos,  Margarida do espírito santo, Leandro Maciel e Pedro Felix dos Santos, tendo em vista os itens fracassados ou desertos do Pregão 16/2017, conforme Termo de Referência, Anexo I, no exercício em vigor";"27/07/2017 14:00";"80.608,87";"Concluído";"";"";""
"27/07/2017";"PML";"035/2017";"Inexigibilidade";"O presente Contrato tem por objeto a Contratação de show artístico do  Grupo F13 para apresentação no casamento Caipira e Cavalgada do Mourão no Povoado Jenipapo, deste município, no dia 30 de julho de 2017, de acordo com as especificações constantes da Inexigibilidade de Licitação n°. 35/2017, e proposta da Contratada, que passam a fazer parte integrante deste instrumento, de acordo com o art. 55, XI da Lei nº. 8.666/93, independentemente de suas transcrições.";"27/07/2017 10:35";"2.500,00";"Concluído";"";"";""
"11/07/2017";"FMS";"024/2017";"Pregão Presencial";"Contratação de empresa para aquisição de equipamentos permanentes, destinados às Unidades de Saúde do Alto da Boa Vista e a unidade do Povoado Brasília deste Fundo Municipal de Saúde, tendo em vista os itens fracassados e desertos do Pregão 11/2017 conforme Termo de Referência, Anexo I,  no exercício em vigor";"27/07/2017 09:00";"88.075,78";"Concluído";"";"";""
"10/07/2017";"FMS";"023/2017";"Registro de Preço";"Registro de Preço para futuro e eventual fornecimento parcelado de materiais de limpeza e higienização, visando atender as necessidades das Secretarias da Prefeitura Municipal de Lagarto, conforme especificação constante no Anexo I – Termo de Referência, parte integrante do Edital";"26/07/2017 09:00";"668.661,27";"Concluído";"";"";""
"07/07/2017";"PML";"009/2017";"Tomada de Preços";"Contratação de empresa especializada em obra para reforma das praça Daniel Lino dos santos localizado no povoado Olhos d’Agua município de Lagarto; conforme termo do contrato de Repasse: OGU/MATUR nº 832490/2016 operação 1033332-82 ";"25/07/2017 09:00";"210.767,28";"Concluído";"";"";""
"10/07/2017";"FMS";"022/2017";"Registro de Preço";"Registro de Preço para futuro e eventual fornecimento parcelado de peças de ar condicionado para atender as necessidades dos programas e demais serviços, do Fundo Municipal de Saúde, conforme especificação constante no Anexo I – Termo de Referência";"24/07/2017 09:00";"86.893,70";"Concluído";"";"";""
"07/07/2017";"PML";"010/2017";"Tomada de Preços";"Contratação de empresa especializada em obra para reforma da praça Justiniano  Ramos localizado no Bairro São Jose no município de Lagarto; conforme termo do projeto básico e especificações técnicas, parte integrante do edital";"24/07/2017 09:00";"163.562,57";"Concluído";"";"";""
"20/07/2017";"PML";"034/2017";"Inexigibilidade";"Contratação de show artístico de Klebynho Novaes para apresentação no Tradicional Casamento do Caipira, no Pov. Brasília no município, no dia 23 de julho de 2017.";"20/07/2017 16:49";"800,00";"Concluído";"";"";""
"20/07/2017";"PML";"033/2017";"Inexigibilidade";"Contratação de show artístico da Banda Marcello Lacerda, para apresentação no Tradicional Casamento Caipira do Povoado Brasília, na sede deste município, no dia 22 de julho de 2017.";"20/07/2017 11:23";"8.000,00";"Concluído";"";"";""
"23/05/2017";"PML";"002/2017";"Concorrência";"obra de pavimentação em ruas do Bairro cidade nova – vaca atolada, execução de infraestrutura de terraplanagem e pavimentação   para ruas do Povoado Brasília e pavimentação para diversas ruas do município, de acordo com o Projeto Básico e Especificações apresentadas, convertido em Anexo I deste instrumento.";"19/07/2017 12:52";"0,00";"Concluído";"";"";""
"19/07/2017";"FMS";"031/2017";"Dispensa";"Contratação de empresa especializada em recarga de toners, troca de chip, cilindro e lâmina dosadora de toners, tendo em vista manter o funcionamento das impressoras pertencentes à sede do Fundo Municipal de Saúde e Unidades vinculadas, durante o exercício de 2017.";"19/07/2017 00:00";"7.860,00";"Concluído";"";"";""
"02/06/2017";"PML";"004/2017";"Concorrência";"contratação de empresa especializada de obra e serviços de engenharia para execução de remanescente de obra visando a conclusão da construção da Creche Padrão FNDE (Programa Proinfancia Projeto Tipo II),   deste município, de acordo com o Projeto Básico e Especificações apresentadas, convertido em Anexo I deste instrumento";"18/07/2017 14:37";"1.364.792,83";"Concluído";"";"";""
"03/07/2017";"FMS";"021/2017";"Registro de Preço";"Registro de Preços para futuro e eventual fornecimento parcelado de medicamentos manipulados, para atender as necessidades dos usuários SUS do Município de Lagarto/SE";"17/07/2017 09:00";"27.000,05";"Concluído";"";"";""
"30/06/2017";"PML";"008/2017";"Tomada de Preços";"Contratação de empresa especializada em obras e serviços de engenharia para  execução de obra de acessibilidade de ruas e praças, neste município";"17/07/2017 09:00";"61.545,35";"Concluído";"";"";""
"14/07/2017";"FMS";"030/2017";"Dispensa";"Locação de um imóvel, situado na Estrada de Canuto, sem n°, Povoado Itaperinha, neste município, para o funcionamento de uma Unidade de Saúde da Família, conforme Laudo de Vistoria Técnica.";"14/07/2017 00:00";"4.800,00";"Concluído";"";"";""
"03/07/2017";"PML";"024/2017";"Pregão Presencial";"REGISTRO DE PREÇOS visando futuras contratações de empresas para fornecimento parcelado de material de gráfico para atender as demandas da Prefeitura Municipal de Lagarto e do Fundo de Municipal de Assistência Social, conforme especificação constante do Anexo I - Termo de Referência que integra o sistema de Registro de Preços";"13/07/2017 08:30";"2.092.459,11";"Concluído";"";"";""
"06/06/2017";"PML";"007/2017";"Tomada de Preços";"Contratação de empresa especializada em obras e serviços de engenharia para  execução de obra de instalação elétrica nas praças dos Povoados Tanque, Balbina Alves e São Jose, neste município";"12/07/2017 14:35";"363.460,69";"Anulado";"";"";""
"25/05/2017";"PML";"003/2017";"Concorrência";"contratação de empresa especializada para execução da obra de revitalização e cobertura em estrutura metálica do antigo mercado, neste município, de acordo com o Projeto Básico e Especificações apresentadas, convertido em Anexo I deste instrumento";"12/07/2017 11:56";"1.589.153,31";"Concluído";"";"";""
"29/06/2017";"PML";"023/2017";"Pregão Presencial";"REGISTRO DE PREÇOS visando futuras contratações de empresas para fornecimento parcelado de material de Expediente (itens fracassados) para atender as demandas da Prefeitura Municipal de Lagarto e do Fundo de Municipal de Assistência Social, conforme especificação constante do Anexo I ";"12/07/2017 08:30";"690.796,00";"Concluído";"";"";""
"30/06/2017";"PML";"023/2017";"Registro de Preço";"REGISTRO DE PREÇOS visando futuras contratações de empresas para fornecimento parcelado de material de Expediente (itens fracassados) para atender as demandas da Prefeitura Municipal de Lagarto e do Fundo de Municipal de Assistência Social e Saude, conforme especificação constante do Anexo I - Termo de Referência que integra o sistema de Registro de Preços;";"12/07/2017 08:30";"690.796,00";"Concluído";"";"";""
"27/06/2017";"FMS";"020/2017";"Pregão Presencial";"Contratação de empresa para o fornecimento parcelado de materiais de produtos de copa e cozinha destinados aos programas e demais serviços do Fundo Municipal de Saúde do município de Lagarto, durante o presente exercício";"10/07/2017 09:00";"37.660,68";"Concluído";"";"";""
"04/07/2017";"PML";"030/2017";"Dispensa";"contratação de empresa prestadora dos serviços de coleta e transporte de resíduos sólidos, domiciliares, comercial, de varrição e feira livre   remoção de entulhos volumosos, varrição de vias pavimentadas e logradouros públicos, equipe padrão, limpeza e desinfecção de feiras livres e serviços correlatos, da sede e povoados do município de Lagarto,, em caráter emergencial";"04/07/2017 08:00";"3.476.495,40";"Concluído";"";"";""
"16/06/2017";"FMAS";"006/2017";"Pregão Presencial";"Contratação de empresa especializada visando a prestação de serviços para licença de uso de softwares de gestão pública com implantação, capacitação, treinamento, suporte e operacionalização compreendendo as áreas: financeira e contábil, almoxarifado, patrimônio, licitações e contratos,  portal da transparência, contracheque, gestão de pessoal e folha de pagamento, observadas as especificações e condições constantes do anexo I termo de referência, que fará parte integrante do edital";"29/06/2017 13:00";"67.720,08";"Suspenso";"";"";""
"16/06/2017";"PML";"022/2017";"Pregão Presencial";"contratação de empresa especializada visando a prestação de serviços mensal para licença de uso de softwares de gestão pública com implantação, capacitação, treinamento, suporte e operacionalização compreendendo as áreas: financeira e contábil, almoxarifado, patrimônio, licitações e contratos, frota de veículos, portal da transparência e folha de pagamento, observadas as especificações e condições constantes do anexo I termo de referência, que fará parte integrante do edital.";"29/06/2017 09:00";"336.360,00";"Suspenso";"";"";""
"16/06/2017";"FMS";"019/2017";"Registro de Preço";"Registro de Preço para futuro e eventual fornecimento parcelado de Materiais de Construção, Elétrico e Hidráulico, para atender as necessidades do Fundo Municipal de Saúde, conforme especificação constante no Anexo I – Termo de Referência";"28/06/2017 09:00";"214.590,61";"Concluído";"";"";""
"09/06/2017";"PML";"020/2017";"Pregão Presencial";"Registrar preços para futuras contratações de empresa especializada no fornecimento parcelado de manilhas de concreto, para atender as demandas do município de Lagarto, conforme especificação constante do Anexo I - Termo de Referência que integra o sistema de Registro de Preços";"26/06/2017 10:30";"275.833,00";"Concluído";"";"";""
"09/06/2017";"PML";"019/2017";"Pregão Presencial";"aquisição de um Caminhão e 03 carreta tanque agrícola, para armazenar
agua em atendimento ao Contrato de Repasse nº 835652 / MAPA – CAIXA
processo nº 26.46.1034211-37/2016";"23/06/2017 11:30";"354.637,00";"Concluído";"";"";""
"23/06/2017";"PML";"029/2017";"Inexigibilidade";"Contratação de show artístico da Banda Rojão Diferente para apresentação no festival da Mandioca, na sede deste município, no dia 23 de junho de 2017.";"23/06/2017 00:00";"25.000,00";"Concluído";"";"";""
"09/06/2017";"PML";"018/2017";"Pregão Presencial";"contratação de empresa especializada no serviço de transporte escolar para atender aos alunos do ensino fundamental e ensino médio da rede estadual de ensino, durante ano letivo de 2017, conforme especificações constantes do Anexo I, parte integrante do Edital";"22/06/2017 12:30";"2.491.740,00";"Concluído";"";"";""
"22/06/2017";"PML";"028/2017";"Inexigibilidade";"Contratação de show artístico do Grupo F13 para apresentação no festival da Mandioca, na sede deste Município, no dia 23 de junho de 2017.";"22/06/2017 10:44";"2.000,00";"Concluído";"";"";""
"05/06/2017";"FMS";"018/2017";"Pregão Presencial";"Contratação de empresa para aquisição de materiais e equipamentos permanentes para atender as necessidades deste Fundo Municipal de Saúde, conforme Termo de Referência, anexo I, durante o exercício em vigor.";"21/06/2017 09:00";"199.583,19";"Concluído";"";"";""
"06/06/2017";"PML";"017/2017";"Pregão Presencial";"REGISTRAR PREÇOS para futuras contratações de empresa especializada no fornecimento parcelado de britas, areias e cimento para atender as demandas do município de Lagarto, conforme especificação constante do Anexo I - Termo de Referência que integra o sistema de Registro de Preços";"21/06/2017 08:30";"206.670,00";"Concluído";"";"";""
"21/06/2017";"PML";"027/2017";"Inexigibilidade";"Contratação de show artístico PAULO SANTOS para apresentação no festival da mandioca, na sede deste município , no dia 24 de junho de 2017.";"21/06/2017 00:00";"8.000,00";"Concluído";"";"";""
"21/06/2017";"PML";"025/2017";"Inexigibilidade";"Contratação de show artístico de UNHA PINTADA para apresentação no festival da Mandioca, na sede desde município, no dia 25 de junho de 2017.";"21/06/2017 00:00";"50.000,00";"Concluído";"";"";""
"20/06/2017";"PML";"023/2017";"Inexigibilidade";"Contratação de show artístico do cantos ANTENOR NUNES CAVALCANTE, para apresentação no Festival da Mandioca, na sede deste município de Lagarto/SE no dia 21 de junho de 2017.";"20/06/2017 11:00";"2.000,00";"Concluído";"";"";""
"20/06/2017";"PML";"024/2017";"Inexigibilidade";"Contratação de show artístico de Cintura Fina para apresentação no festival da mandioca, na sede deste município, no dia 21 de junho de 2017.";"20/06/2017 10:13";"25.000,00";"Concluído";"";"";""
"20/06/2017";"PML";"022/2017";"Inexigibilidade";"Contratação de show artístico de Gatinha Manhosa para apresentação no festival da mandioca, na sede deste município, no dia 25 de junho de 2017.";"20/06/2017 10:09";"50.000,00";"Concluído";"";"";""
"06/06/2017";"PML";"016/2017";"Pregão Presencial";"REGISTRO DE PREÇOS visando futuras contratações de empresas para fornecimento parcelado de material de Expediente para atender as demandas da Prefeitura Municipal de Lagarto e do Fundo de Municipal de Assistência Social, conforme especificação constante do Anexo I - Termo de Referência que integra o sistema de Registro de Preços";"20/06/2017 08:30";"1.666.908,04";"Concluído";"";"";""
"20/06/2017";"FMS";"029/2017";"Dispensa";"Locação de um imóvel, situado na Estrada do Povoado Fazenda Grande nº 5185, neste Município, onde funcionará um ponto de apoio da unidade Básica de Saúde.";"20/06/2017 00:00";"4.800,00";"Concluído";"";"";""
"20/06/2017";"PML";"026/2017";"Inexigibilidade";"Contratação de show artístico de KLEBYNHO NOVAES para apresentação no festival da Mandioca, na sede deste município, no dia 25 de junho de 2017.";"20/06/2017 00:00";"500,00";"Concluído";"";"";""
"20/06/2017";"PML";"021/2017";"Inexigibilidade";"Contratação de show artístico da Banda Trio Pé de Serra Talentos do Forró, para apresentação no festival da Mandioca, na sede deste município, nos dias 20,21,22,23,24 e 25 de junho de 2017.";"20/06/2017 00:00";"5.600,00";"Concluído";"";"";""
"20/06/2017";"PML";"019/2017";"Inexigibilidade";"Contratação de show artístico da Banda Los Guaranis para apresentação no Festival da Mandioca, na sede deste município, no dia 24 de junho de 2017.";"20/06/2017 00:00";"";"Concluído";"";"";""
"20/06/2017";"PML";"018/2017";"Inexigibilidade";"Contratação de show artístico do cantor Valter Nogueira para apresentação no Festival da Mandioca, na sede deste município, no dia 21 de Junho de 2017.";"20/06/2017 00:00";"15.000,00";"Concluído";"";"";""
"19/06/2017";"PML";"017/2017";"Inexigibilidade";"Contratação de show artístico de Joelma para apresentação no festival da Mandioca, na sede deste município, no dia 23 de junho de 2017.";"19/06/2017 11:53";"90.000,00";"Concluído";"";"";""
"19/06/2017";"PML";"016/2017";"Inexigibilidade";"Contratação de show artístico da Banda Anine Vinny para apresentação no festival da mandioca, na sede deste município, no dia 22 de junho de 2017.";"19/06/2017 09:54";"45.000,00";"Concluído";"";"";""
"12/06/2017";"PML";"012/2017";"Inexigibilidade";"Contratação de show artístico da Banda Fogo na Saia (Xande e Nanda) para apresentação no festival da Mandioca, na sede deste município, no dia 24 de junho de 2017.";"19/06/2017 09:54";"25.000,00";"Concluído";"";"";""
"05/06/2017";"PML";"015/2017";"Pregão Presencial";"Registro de Preços para prestação de serviços de locação de máquinas tipo: caminhão basculante, caminhão trucado com basculante, caminhão  toco basculante, pá carregadeira, retroescavadeira, motoniveladora, trator agrícola, caminhão carroceria aberta, rolo compactador, trator de esteira, caminhão pipa e escavadeira hidráulica, para atender as necessidades do município de Lagarto, conforme detalhamentos constantes do Anexo I – Termo de Referência do Edital";"19/06/2017 09:00";"3.873.768,00";"Concluído";"";"";""
"19/06/2017";"PML";"015/2017";"Inexigibilidade";"Contratação de show artístico da Banda Alma gêmea para apresentação no Festival da Mandioca, na sede deste município, no dia 22 de junho de 2017.";"19/06/2017 00:00";"25.000,00";"Concluído";"";"";""
"16/06/2017";"PML";"014/2017";"Inexigibilidade";"Contratação de show artístico da Banda PG & Forro Ostentação, para apresentação no festival da Mandioca, na sede deste município de Lagarto/SE, no dia 21 de junho de 2017.";"16/06/2017 00:00";"20.000,00";"Concluído";"";"";""
"01/06/2017";"FMS";"017/2017";"Pregão Presencial";"A presente licitação tem como objeto a contratação de empresa visando à prestação de serviços de confecção de fardamentos (camisas, conjuntos, jaleco), bonés e bolsas destinados aos servidores deste Fundo Municipal de Saúde e demais unidades vinculadas no exercício em vigor.";"14/06/2017 14:00";"316.360,57";"Concluído";"";"";""
"25/05/2017";"FMS";"016/2017";"Pregão Presencial";"Contratação de empresa para aquisição de equipamentos permanentes, médico hospitalar e Odontológico destinados às Unidades de Saúde Davi Marcos de Lima, Alcino Correia dos Santos, Maria do Carmo Alves, Jeronimo Reis, José Antônio Maroto, Padre Almeida, José Serafim dos Santos,  Margarida do espírito santo, Leandro Maciel e Pedro Felix dos Santos, deste Fundo Municipal de Saúde, conforme  no exercício em vigor.";"13/06/2017 09:00";"501.836,80";"Concluído";"";"";""
"13/06/2017";"PML";"013/2017";"Inexigibilidade";"Contratação de show artístico de Edu Guerra para apresentação no Festival da mandioca, na sede deste município, no dia 22 de junho de 2017.";"13/06/2017 00:00";"10.000,00";"Concluído";"";"";""
"25/05/2017";"FMS";"015/2017";"Registro de Preço";"Registro de Preços para futura locação de veículos tipo passeio, executivo, minivan, ambulância e pick-up, para atender as necessidades do fundo Municipal de Saúde.";"12/06/2017 09:00";"757.519,08";"Concluído";"";"";""
"12/06/2017";"PML";"011/2017";"Inexigibilidade";"Contratação de show artístico da Banda Seeway Pagoxé do Brasil para apresentação no festival da Mandioca, na sede deste município, no dia 24 de junho de 2017.";"12/06/2017 00:00";"";"Concluído";"";"";""
"30/05/2017";"PML";"014/2017";"Pregão Presencial";"Contratação de empresa especializada no fornecimento de material de informática (computadores, notebooks e suplementos) para atender as demandas do   Fundo de Municipal de Assistência Social e  demais secretaria do município de Lagarto, conforme especificação constante do Anexo I - Termo de Referência que integra o sistema de Registro de Preços;";"09/06/2017 08:30";"516.104,65";"Concluído";"";"";""
"09/06/2017";"FMS";"028/2017";"Dispensa";"Contratação de empresa para prestação de serviços de divulga-ção em carro de som, tendo vista comunicar a população o acompanhamento dos Programas da Secretaria de Saúde.";"09/06/2017 00:00";"7.950,00";"Concluído";"";"";""
"25/05/2017";"FMS";"014/2017";"Pregão Presencial";"Contratação de empresa visando à locação de Veículos tipo Ônibus destinado ao Transporte de Servidores e pacientes em tratamentos.";"08/06/2017 09:00";"352.185,60";"Concluído";"";"";""
"23/05/2017";"PML";"006/2017";"Tomada de Preços";"Contratação de empresa especializada para implantação de um campo de futebol no bairro Loiola II, neste  município de Lagarto/SE";"08/06/2017 09:00";"341.886,17";"Concluído";"";"";""
"23/05/2017";"PML";"005/2017";"Tomada de Preços";"Contratação de empresa especializada remanescente de para recuperação e finalização da obra de construção de uma beneficiadora do de Raiz de Mandioca e seus derivados,  município de Lagarto/SE";"07/06/2017 09:00";"585.098,06";"Concluído";"";"";""
"02/06/2017";"PML";"020/2017";"Inexigibilidade";"Contratação de show artístico da Banda Marcello Lacerda e a Banda Big Love do Brasil, para apresentação no Festival da Mandioca, na sede deste município,  nos dias 22 e 23 de junho de 2017.";"02/06/2017 00:00";"";"Concluído";"";"";""
"18/05/2017";"FMS";"013/2017";"Registro de Preço";"o Registro de Preços para futuro fornecimento parcelado de peças novas, originais ou de linha de montagem, não remanufaturadas, com respectivas garantias para os veículos do Fundo Municipal de Saúde";"01/06/2017 09:00";"233.669,95";"Concluído";"";"";""
"16/05/2017";"PML";"004/2017";"Tomada de Preços";"Contratação de empresa especializada em obra para reforma das praças: Balbina Alves Pov Brasília e São Jose Pov Jenipapo, neste município de Lagarto/SE conforma termo do contrato de Repasse: 841462/2016/MATUR /CAIXA";"01/06/2017 09:00";"368.483,77";"Concluído";"";"";""
"01/06/2017";"FMS";"004/2017";"Inexigibilidade";"Contratação de Profissional para Ministrar um curso de culinária sobre: “A mandioca e suas delícias”, destinados a pessoas que tem contato direto com a mandioca, alimento típico da agricultura dos lagartenses.";"01/06/2017 00:00";"11.000,00";"Concluído";"";"";""
"17/05/2017";"FMS";"012/2017";"Pregão Presencial";"Contratação de empresa para prestação de serviço parcelado de impressos gráficos, destinados aos programas e demais serviços do Fundo Municipal de Saúde do município de Lagarto, no exercício de 2017";"31/05/2017 09:00";"148.269,61";"Concluído";"";"";""
"11/05/2017";"PML";"002/2017";"Chamada Pública";"fornecimento de gêneros alimentícios tipo hortifrutigranjeiros para atender as necessidades merenda escolar deste município, conforme a resolução legislação pertinente do FNDE  e especificações em anexo";"31/05/2017 09:00";"850.051,29";"Concluído";"";"";""
"17/05/2017";"PML";"013/2017";"Pregão Presencial";"contratação de empresa para fornecimento parcelado de materiais elétrico destinados a iluminação publica), conforme especificações mínimas, e demais condições constantes neste Termo de referencia em anexo. ";"29/05/2017 09:00";"836.770,65";"Concluído";"";"";""
"11/05/2017";"FMS";"011/2017";"Pregão Presencial";"Contratação de empresa para aquisição de equipamentos permanentes, destinados às Unidades de Saúde do Alto da Boa Vista e a unidade do Povoado Brasília deste Fundo Municipal de Saúde, conforme  no exercício em vigor";"25/05/2017 14:00";"137.655,92";"Concluído";"";"";""
"12/05/2017";"PML";"012/2017";"Pregão Presencial";"registrar preço para eventual aquisição de veículos automotor, zero quilômetro, ano e modelo não inferior a 2016/2017 caracterizados como veículos tipo utilitário/pick-up cabine dupla e de caminhonete aberta, carroceria inteiriça, na cor branca, 04 portas, capacidade para 05 passageiros, incluindo o motorista, com ar condicionado, para compor as frotas de veículos das Secretarias de Educação, Obras e do Fundo Municipal de Assistência Social, conforme especificações mínimas, e demais condições constantes neste Termo de referencia em anexo. 
";"24/05/2017 09:00";"433.740,00";"Concluído";"";"";""
"19/05/2017";"FMS";"027/2017";"Dispensa";"Locação de um imóvel, situado na Rua Dr. Nilo Romero nº 109, centro, neste município, onde funcionará o Centro de Fisioterapia.";"19/05/2017 00:00";"48.000,00";"Concluído";"";"";""
"15/05/2017";"FMS";"026/2017";"Dispensa";"Locação de um imóvel, situado na Estrada Principal do Povoado Urubutinga nº 1321, neste município, onde funcionará um ponto de apoio da Unidade Básica de Saúde.";"15/05/2017 00:00";"12.000,00";"Concluído";"";"";""
"11/05/2017";"FMS";"025/2017";"Dispensa";"Locação de um imóvel, situado na Travessa Carolino de Matos nº 93, bairro Pratas, neste município, onde funcionará um ponto de apoio da Unidade Básica de Saúde.";"11/05/2017 00:00";"10.200,00";"Concluído";"";"";""
"25/04/2017";"PML";"003/2017";"Tomada de Preços";"Contratação de empresa especializada em remanescente de obra para finalização dos serviços de pavimentação em paralelepípedo de diversas ruas nos Povoados Colônia Treze, Brasília e Jenipapo, neste  município de Lagarto/SE";"10/05/2017 09:00";"756.804,67";"Concluído";"";"";""
"10/05/2017";"FMAS";"012/2017";"Dispensa";"Locação de um imovel, situado na Rua Hipolito Santos, 148, para o funcionamento da Casa dos Conselhos.";"10/05/2017 00:00";"";"Concluído";"";"";""
"16/02/2017";"FMAS";"001/2017";"Pregão Presencial";"Contratação de uma empresa que atua na área de Assistência Social, para capacitar trabalhadores do SUS e controle Social da política de assistência social que possibilite  uma melhoria da qualidade dos serviços ofertados por está secretaria";"08/05/2017 09:00";"589.892,95";"Concluído";"";"";""
